Time,Screen Name,Tweet,RT
3/17/2016 16:41,@zroadruner,#WakeUpAmerica NEVER FORGET THIS QUOTE! @realDonaldTrump @oreillyfactor @greta @theblaze @foxandfriends @SteveDoocy https://t.co/ZXs3qqd5wv,0
3/17/2016 16:41,@TrumpWins201620,RT @SpecialKMB1969: The MSM & the Left hell I wouldn't be surprised if the #GOP Elites are behind it as well! #WakeUpAmerica #VOTETRUMP htt…,11
3/17/2016 16:42,@james_141jaw,RT @jjadamsny888: If #Hillary can beat #Trump WHY liberals attack Trump b4 his nomination? #WakeUpAmerica ! #TrumpTrain #Trump2016 https:…,10
3/17/2016 16:42,@perriganps,RT @phil200269: This Could Be Our Last Chance To Save What's Left of America. #MAGA #Trump2016 #AZPrimary #WakeUpAmerica https://t.co/NuV…,49
3/17/2016 16:42,@Quackenbush88,@loudobbsnews Who the hell would vote for cheating the voters?? #WakeUpAmerica,1
3/17/2016 16:42,@Karmasan2013,RT @GarzaVillanueva: #Uslatino @realDonaldTrump predicts riots if denied @GOP presidential nomination: #CNN interview: #WakeUpAmerica https…,21
3/17/2016 16:42,@Patriotvnvet,RT @Mike_Beacham: #WakeUpAmerica UK is struggling with what we must avoid. #STOPtheMuslimINVASION PROTECT AMERICA @realDonaldTrump http…,12
3/17/2016 16:42,@WWWineWitch,"RT @Stonewall_77: NOT JUST NO, BUT HELL NO! #WeThePeople #GOP(e) #WakeUpAmerica #TrumpTrain # https://t.co/bKzs2RIkaQ",210
3/17/2016 16:42,@HuckleberryBull,RT @SpecialKMB1969: The MSM & the Left hell I wouldn't be surprised if the #GOP Elites are behind it as well! #WakeUpAmerica #VOTETRUMP htt…,11
3/17/2016 16:42,@mdavilamartinez,RT @kbrz_z: @EWErickson and the Cuckservatives... #AlwaysTrump #Trump2016 #WakeUpAmerica #DumpTheEstabishment @Ricky_Vaughn99 https://t.co…,25
3/17/2016 16:43,@richardlantz1,RT @RNRMaryland: Better #WakeUpAmerica #BlackLivesMatter is a coalition of Anti-American enemies! #RedNationRising #PJNET #ccot #tcot https…,60
3/17/2016 16:43,@soldier_nchrist,"RT @Stonewall_77: NOT JUST NO, BUT HELL NO! #WeThePeople #GOP(e) #WakeUpAmerica #TrumpTrain # https://t.co/bKzs2RIkaQ",210
3/17/2016 16:44,@JSilamianos,RT @ericbolling: Thank you .@twitter and thanks to all of YOU & @FOXNEWS for making #WakeUpAmerica a top trend ranking (#6) in 2015 https…,368
3/17/2016 16:44,@Network_Citizen,MT @LibertyUSA1776: And the winner for the biggest #WarOnWomen goes to #HillaryClinton. https://t.co/UEkCKQVoMj #WakeUpAmerica #PJNET,0
3/17/2016 16:44,@CABar5150,RT @LindaSuhler: #WakeUpAmerica ⚡️POWERFUL PROGRAM⚡️ #TCOT Listen to @SheriffClarke SATURDAYS 11:30am CST ✔️https://t.co/Fdfu3JnviW https:…,108
3/17/2016 16:44,@PhoenixJDV,"@DineshDSouza. Ohhh, snaps! #tcot #WakeUpAmerica #ccot",0
3/17/2016 16:44,@sowhat63764351,RT @shannafightscps: RT/MOM Calls4national email investigation 4CHILD PROTECTIVE SERVICES&affil./FB #Fightcps #YRkidsNEXT #WakeUpAmerica ht…,7
3/17/2016 16:44,@jg_simpson,RT @SpecialKMB1969: The MSM & the Left hell I wouldn't be surprised if the #GOP Elites are behind it as well! #WakeUpAmerica #VOTETRUMP htt…,11
3/17/2016 16:44,@PhillipLaird,RT @BikinInMaine: MT @PatriotJewel: #WakeUpAmerica & VOTE #CRUZ. He has always fought for our rights! https://t.co/N8eP3wI8Xd #CruzCrew #PJ…,5
3/17/2016 16:44,@paulbaja,"RT @jstines3: TED CRUZ, in a quiet moment after the debate. GETS MY VOTE! #PJNET #Cruz2016 #CruzCrew #WakeUpAmerica #TCOT https://t.co/…",9
3/17/2016 16:45,@Free_All_Women,RT @ImagineAnna: #LyingTed Cruz and toilets #WakeUpAmerica #tcot #MakeAmericaGreatAgain #TrumpTrain #Trump2016 #ArizonaPrimary https://t.co…,1
3/17/2016 16:45,@hancock_lucille,RT @Network_Citizen: MT @MissyBash: Obama is lying. Economy is tanking. This time it's not Bush's fault. https://t.co/FuXioFC3zT #WakeUpAme…,24
3/17/2016 16:45,@texasfreedom101,MT @PatriotJewel: #WakeUpAmerica & VOTE #CRUZ. He has always fought for our rights! https://t.co/M5vflFlPBc #CruzCrew #PJNET,2
3/17/2016 16:45,@ripperroo2021,RT @RealNinjetta: @realDonaldTrump With this attitude WE WILL Make America Great Again #Trump #WakeUpAmerica #MakeAmericaGreatAgain https:…,29
3/17/2016 16:46,@IvoryDove,RT @texasfreedom101: MT @PatriotJewel: #WakeUpAmerica & VOTE #CRUZ. He has always fought for our rights! https://t.co/M5vflFlPBc #CruzCrew …,2
3/17/2016 16:46,@MJNRealtor,"RT @TheLibertyLogan: @ericbolling has banned @MichelleFields from cashin in. Wow, what a pathetic man. #WakeUpAmerica",1
3/17/2016 16:46,@sewpc123,RT @RedRising11: Obama Hikes Post-Presidency Payments. WTH?! What a POS @POTUS is! #RedNationRising #WakeUpAmerica #PJNET #TCOT #CCOT https…,26
3/17/2016 16:46,@Stevefidelis,RT @jstines3: The ARMY OF THE LORD will be victorious! #WakeUpAmerica #RenewUS #PJNET #TCOT https://t.co/yeMTz99hSv,8
3/17/2016 16:46,@SydDaniels,RT @Joe_America1776: Surprise! ‘Feminist’ Bernie Sanders’ Male Employees Make More than the Women… #TCOT #WakeUpAmerica #PJNET https://t.co…,2
3/17/2016 16:46,@TinaSackman1,RT @AllRepublicans: Unofficial #DonaldTrump Battle Cry that will #MakeAmericaGreatAgain! #WakeUpAmerica #Iowa #NewHampshire #Nevada #SC htt…,83
3/17/2016 16:47,@K77491259,RT @Stonewall_77: NO HEARING FOR GARLAND 🇺🇸🇺🇸🇺🇸🇺🇸 #WeThePeople #GOP(e) #WakeUpAmerica #tcot #SCOTUSnominee #SCOTUS #NRA #2A #Veterans https…,217
3/17/2016 16:47,@txdad,RT @Stonewall_77: NO HEARING FOR GARLAND 🇺🇸🇺🇸🇺🇸🇺🇸 #WeThePeople #GOP(e) #WakeUpAmerica #tcot #SCOTUSnominee #SCOTUS #NRA #2A #Veterans https…,217
3/17/2016 16:47,@mskimrose,RT @Network_Citizen: MT @Babbsgirl2: Obama has done more to hurt the American people than any president in history. https://t.co/iG9wryw5T6…,5
3/17/2016 16:47,@Shamrock1897,RT @Network_Citizen: MT @MissyBash: Obama is lying. Economy is tanking. This time it's not Bush's fault. https://t.co/FuXioFC3zT #WakeUpAme…,24
3/17/2016 16:47,@moniquesourdif,RT @SpecialKMB1969: The MSM & the Left hell I wouldn't be surprised if the #GOP Elites are behind it as well! #WakeUpAmerica #VOTETRUMP htt…,11
3/17/2016 16:47,@ChocChip52,RT @Stonewall_77: NO HEARING FOR GARLAND 🇺🇸🇺🇸🇺🇸🇺🇸 #WeThePeople #GOP(e) #WakeUpAmerica #tcot #SCOTUSnominee #SCOTUS #NRA #2A #Veterans https…,217
3/17/2016 16:47,@Donnie4Prez,RT @kbrz_z: @EWErickson and the Cuckservatives... #AlwaysTrump #Trump2016 #WakeUpAmerica #DumpTheEstabishment @Ricky_Vaughn99 https://t.co…,25
3/17/2016 16:47,@tonygreene113,RT @Network_Citizen: MT @MissyBash: Obama is lying. Economy is tanking. This time it's not Bush's fault. https://t.co/FuXioFC3zT #WakeUpAme…,24
3/17/2016 16:47,@FEIHU69,RT @Stonewall_77: NO HEARING FOR GARLAND 🇺🇸🇺🇸🇺🇸🇺🇸 #WeThePeople #GOP(e) #WakeUpAmerica #tcot #SCOTUSnominee #SCOTUS #NRA #2A #Veterans https…,217
3/17/2016 16:48,@zroadruner,Speaker… His Reponse Left the students Jaws On The Floor after the interrupted him WOW #WakeUpAmerica https://t.co/HZIq70r6EX,0
3/17/2016 16:48,@DukeofEarlDD,RT @phil200269: This Could Be Our Last Chance To Save What's Left of America. #MAGA #Trump2016 #AZPrimary #WakeUpAmerica https://t.co/NuV…,49
3/17/2016 16:48,@PIX2CLICK,RT @Network_Citizen: MT @Babbsgirl2: Obama has done more to hurt the American people than any president in history. https://t.co/iG9wryw5T6…,5
3/17/2016 16:48,@AIGTeacher,RT @beachwaves22: Biased media gives ONLY their view! #WakeUpAmerica #Trump2016 https://t.co/SsAJ6f2kDu,1
3/17/2016 16:48,@YDP,RT @Stonewall_77: NO HEARING FOR GARLAND 🇺🇸🇺🇸🇺🇸🇺🇸 #WeThePeople #GOP(e) #WakeUpAmerica #tcot #SCOTUSnominee #SCOTUS #NRA #2A #Veterans https…,217
3/17/2016 16:49,@Patriotvnvet,"RT @Stonewall_77: NOT JUST NO, BUT HELL NO! #WeThePeople #GOP(e) #WakeUpAmerica #TrumpTrain # https://t.co/bKzs2RIkaQ",210
3/17/2016 16:49,@kristieJ2007,RT @phil200269: This Could Be Our Last Chance To Save What's Left of America. #MAGA #Trump2016 #AZPrimary #WakeUpAmerica https://t.co/NuV…,49
3/17/2016 16:49,@MichaelRofe1,"RT @jstines3: Latest ploy to ""CONTROL GUNS"" is to reduce SUICIDE! Outlawing razor blades? #2A #WakeUpAmerica #PJNET #TCOT https://t.co/z…",55
3/17/2016 16:49,@JennyLewis23,RT @jstines3: WISDOM... Pray for God's wisdom in ALL things! #RenewUS #WakeUpAmerica #TCOT #PJNET #CCOT https://t.co/pegamSjS7V,4
3/17/2016 16:49,@cecilf40,RT @RedRising11: Obama Hikes Post-Presidency Payments. WTH?! What a POS @POTUS is! #RedNationRising #WakeUpAmerica #PJNET #TCOT #CCOT https…,26
3/17/2016 16:49,@DebbieAnnOliver,"RT @Network_Citizen: MT @phil200269: If POTUS Can Override Constitution, What's The Point of Having A Constitution? https://t.co/8MFNWaZk28…",5
3/17/2016 16:49,@RightAsRain7,RT @Quackenbush88: @loudobbsnews Who the hell would vote for cheating the voters?? #WakeUpAmerica,1
3/17/2016 16:49,@ChalonCollins,@pashaterri @RonnieRSR1 @karwilson8046 #WakeUpAmerica,0
3/17/2016 16:49,@McCluskyJoe,RT @Network_Citizen: MT @Babbsgirl2: Obama has done more to hurt the American people than any president in history. https://t.co/iG9wryw5T6…,5
3/17/2016 16:49,@theeleanordavis,"RT @2ANow: MT Millions of NEW Immigrants Each year, While 16 million Jobless https://t.co/kFzyEdxr9f #WakeUpAmerica #PJNET MrsP (@MrsPJNET)",15
3/17/2016 16:50,@icetruckkilluh,"Y'all are complaining about illegal immigrants, but there are people in this country that eat salad with their fingers. #wakeupamerica",0
3/17/2016 16:50,@GunsNLoaded,RT @SpecialKMB1969: The MSM & the Left hell I wouldn't be surprised if the #GOP Elites are behind it as well! #WakeUpAmerica #VOTETRUMP htt…,11
3/17/2016 16:50,@medford_mark,"RT @Stonewall_77: NOT JUST NO, BUT HELL NO! #WeThePeople #GOP(e) #WakeUpAmerica #TrumpTrain # https://t.co/bKzs2RIkaQ",210
3/17/2016 16:50,@timhallman1_tim,RT @Florida_Patriot: Jean-Claude Van Damme calls out Rothschild and Rockefeller on live TV #WakeUpAmerica https://t.co/SjJnjedr3P via,1
3/17/2016 16:50,@Bahsman,Cut your nose off to spite your face? Trump is wreck-less and apparently some of his robots #WakeUpAmerica https://t.co/chDVD9VOtQ,0
3/17/2016 16:50,@TinaSackman1,RT @patrick_hostis: Is this the future we want 4 🇺🇸 women! @CarmineZozzora #WakeUpAmerica @Chinookpilot6 @TamiDurling #HillaryClinton https…,556
3/17/2016 16:50,@TinaSackman1,RT @patrick_hostis: @CarmineZozzora @Chinookpilot6 #WakeUpAmerica #PresidentTrump #tcot #ccot @TamiDurling https://t.co/jmqg7pKxQR,2
3/17/2016 16:50,@DonnyLateNight,RT @kbrz_z: @EWErickson and the Cuckservatives... #AlwaysTrump #Trump2016 #WakeUpAmerica #DumpTheEstabishment @Ricky_Vaughn99 https://t.co…,25
3/17/2016 16:50,@sal_oathkeeper,Statement From Conservatives Against Trump #WakeUpAmerica #UniteWithCruz #CruzCrew #TrusTED #NeverTrump #NeverKasich https://t.co/qtoU57gZJG,0
3/17/2016 16:50,@TinaSackman1,RT @patrick_hostis: @CarmineZozzora @Chinookpilot6 #WakeUpAmerica #PresidentTrump #tcot #ccot @TamiDurling https://t.co/7zX5Mvdmgk,3
3/17/2016 16:51,@PatriotJewel,RT @texasfreedom101: MT @PatriotJewel: #WakeUpAmerica & VOTE #CRUZ. He has always fought for our rights! https://t.co/M5vflFlPBc #CruzCrew …,2
3/17/2016 16:51,@DavidWeingust,#WakeUpAmerica #NeverHillary https://t.co/AdkWrlGIdS,0
3/17/2016 16:51,@I_N_F_O_W_A_R_S,"RT @RealAlexJones: People need to be shaken out of their trances, even if it takes getting them angry at first - https://t.co/E6dogUvpBp #W…",56
3/17/2016 16:51,@508zamo,RT @flhuxtable: We need to get the federal government out of our lives & bring government back to the state &amp; local level. #WakeUpAmerica,68
3/17/2016 16:51,@speedingisfun,RT @Network_Citizen: MT @Babbsgirl2: Obama has done more to hurt the American people than any president in history. https://t.co/iG9wryw5T6…,5
3/17/2016 17:39,@mybodyworks2010,RT @RNRMaryland: Better #WakeUpAmerica #BlackLivesMatter is a coalition of Anti-American enemies! #RedNationRising #PJNET #ccot #tcot https…,74
3/17/2016 17:39,@Iccross64ina,RT @RNRMaryland: Better #WakeUpAmerica #BlackLivesMatter is a coalition of Anti-American enemies! #RedNationRising #PJNET #ccot #tcot https…,74
3/17/2016 17:39,@warrenmcw,RT @AZ_4_TRUMP: #WakeUpAmerica #Arizona Join us on the #TrumpTrain on its way to #MakeAmericaGreatAgain 4 ALL #Americans! #Trump2016 https:…,17
3/17/2016 17:39,@Kerri1111,RT @FredZeppelin12: If she isn't prosecuted If she isn't convicted If she isn't imprisoned We've lost our country #WakeUpAmerica https:…,168
3/17/2016 17:39,@Mnbumper,RT @SpecialKMB1969: The MSM & the Left hell I wouldn't be surprised if the #GOP Elites are behind it as well! #WakeUpAmerica #VOTETRUMP htt…,48
3/17/2016 17:39,@michaelkpate,"Since when is worshipping an Authoritarian Statist required to be on @FoxNews, @ericbolling? #WakeUpAmerica https://t.co/nqagATBMPi",0
3/17/2016 17:39,@HarryJbug54,RT @SandraHartle: #Trump2016 #VoteTrump #TrumpTrain #MakeAmericaGreatAgain #AlwaysTrump #WakeUpAmerica #tcot #ccot #pjnet #alwaysTrump http…,14
3/17/2016 17:40,@JohnWallace30,RT @Stonewall_77: NO HEARING FOR GARLAND 🇺🇸🇺🇸🇺🇸🇺🇸 #WeThePeople #GOP(e) #WakeUpAmerica #tcot #SCOTUSnominee #SCOTUS #NRA #2A #Veterans https…,256
3/17/2016 17:40,@jstines3,.@SheriffClarke: Obama is on a GUN CONTROL MISSION. #WakeUpAmerica #TCOT #PJNET #NRA #2A #COSProject https://t.co/TUbBmQ0tWI,7
3/17/2016 17:41,@RustyBradley74,#FeeltheBern #Berniesanders #Bernie2016 #WakeupAmerica ‘Men’ Who Vote Bernie Sanders: You’re not Men at All.. https://t.co/rm84E5k0Ad,0
3/17/2016 17:41,@OinomaosOGadari,RT @Stonewall_77: NO HEARING FOR GARLAND 🇺🇸🇺🇸🇺🇸🇺🇸 #WeThePeople #GOP(e) #WakeUpAmerica #tcot #SCOTUSnominee #SCOTUS #NRA #2A #Veterans https…,256
3/17/2016 17:41,@sflanigan01,"RT @Stonewall_77: NOT JUST NO, BUT HELL NO! #WeThePeople #GOP(e) #WakeUpAmerica #TrumpTrain # https://t.co/bKzs2RIkaQ",222
3/17/2016 17:41,@trump_al,RT @AllRepublicans: #WakeUpAmerica Watch Video: #DonaldTrump: The Long Road to the #WhiteHouse ♥ #VoteTrump2016 & #MakeAmericaGreatAgain ht…,4
3/17/2016 17:41,@Trial_Watcher1,RT @Network_Citizen: MT @bcwilliams92: STOP TALKING... PROSECUTE HER https://t.co/s0H769Gf1C #WakeUpAmerica #PJNET,1
3/17/2016 17:41,@Entrepreneurs4T,RT @jstines3: .@SheriffClarke: Obama is on a GUN CONTROL MISSION. #WakeUpAmerica #TCOT #PJNET #NRA #2A #COSProject https://t.co/TUbBmQ0…,7
3/17/2016 17:41,@sandyriccobono,RT @Stonewall_77: NO HEARING FOR GARLAND 🇺🇸🇺🇸🇺🇸🇺🇸 #WeThePeople #GOP(e) #WakeUpAmerica #tcot #SCOTUSnominee #SCOTUS #NRA #2A #Veterans https…,256
3/17/2016 17:41,@RNRPennsylvania,This Is How Libs Are Silencing Free Speech https://t.co/gI0iWk4XeV #RedNationRising #tcot #ccot #PJNET #WakeUpAmerica,0
3/17/2016 17:41,@feeonly77,RT @Mike_Beacham: #WakeUpAmerica UK is struggling with what we must avoid. #STOPtheMuslimINVASION PROTECT AMERICA @realDonaldTrump http…,20
3/17/2016 17:41,@MarineCorps98,RT @patrick_hostis: @CarmineZozzora @Chinookpilot6 #WakeUpAmerica #PresidentTrump #tcot #ccot @TamiDurling https://t.co/jmqg7pKxQR,5
3/17/2016 17:41,@SandiErtzberger,RT @SpecialKMB1969: The MSM & the Left hell I wouldn't be surprised if the #GOP Elites are behind it as well! #WakeUpAmerica #VOTETRUMP htt…,48
3/17/2016 17:41,@LarryJo28613818,RT @YANKEEFANNO3: #WakeUpAmerica #TheFive CARTER OBAMA ECONOMY. THE LIST GOES ON AND ON! TIME FOR A BUSINESS SAVY OUTSIDER! https://t.co…,3
3/17/2016 17:42,@vox4america,"RT @Stonewall_77: NOT JUST NO, BUT HELL NO! #WeThePeople #GOP(e) #WakeUpAmerica #TrumpTrain # https://t.co/bKzs2RIkaQ",222
3/17/2016 17:42,@bcg1998,RT @Stonewall_77: NO HEARING FOR GARLAND 🇺🇸🇺🇸🇺🇸🇺🇸 #WeThePeople #GOP(e) #WakeUpAmerica #tcot #SCOTUSnominee #SCOTUS #NRA #2A #Veterans https…,256
3/17/2016 17:42,@CarolBuie2,RT @SandraHartle: #Trump2016 #VoteTrump #TrumpTrain #MakeAmericaGreatAgain #AlwaysTrump #WakeUpAmerica #tcot #ccot #pjnet #alwaysTrump http…,22
3/17/2016 17:42,@Joshilypuff,"RT @USMC3rdBnMCo: If you support Trump, stop calling yourself conservative and cut a check to planned parenthood. #wakeupamerica",5
3/17/2016 17:42,@DanielGoodfell3,RT @ouchinagirl: OBAMA'S BUDGET & TROOP CUTS LEAVE AMERICA🇺🇸 EXPOSED TO ATTACK 👎 https://t.co/OEgSzcl133 via @nypost #tcot #pjnet #OiP #GOP…,23
3/17/2016 17:43,@sdv92,I want it too!!!! #WakeUpAmerica https://t.co/n0ZGr1u5qx,2
3/17/2016 17:43,@martylawson,RT @SpecialKMB1969: The MSM & the Left hell I wouldn't be surprised if the #GOP Elites are behind it as well! #WakeUpAmerica #VOTETRUMP htt…,48
3/17/2016 17:43,@LakePatriot,RT @Stonewall_77: NO HEARING FOR GARLAND 🇺🇸🇺🇸🇺🇸🇺🇸 #WeThePeople #GOP(e) #WakeUpAmerica #tcot #SCOTUSnominee #SCOTUS #NRA #2A #Veterans https…,256
3/17/2016 17:43,@FrankFfurlan88,RT @jstines3: .@SheriffClarke: Obama is on a GUN CONTROL MISSION. #WakeUpAmerica #TCOT #PJNET #NRA #2A #COSProject https://t.co/TUbBmQ0…,7
3/17/2016 17:43,@brian_baudassi,RT @SandraHartle: #Trump2016 #VoteTrump #TrumpTrain #MakeAmericaGreatAgain #AlwaysTrump #WakeUpAmerica #tcot #ccot #pjnet https://t.co/zNV4…,107
